#                                                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                                           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----                                 -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ViPhOG8853.faa       -            177 NODE_32_length_5441_cov_927.018381_11_H_1_circular_7 -            176   1.1e-75  254.1   0.5   1   1   3.9e-80   1.2e-75  254.0   0.5     1   177     2   175     2   175 0.99 -
ViPhOG8852.faa       -            491 NODE_32_length_5441_cov_927.018381_11_H_1_circular_8 -            145   2.6e-28   99.8   0.0   1   1   9.1e-33   2.8e-28   99.7   0.0   350   490     1   140     1   141 0.98 -
ViPhOG2079.faa       -            212 NODE_11_length_37379_cov_2108.923079_11_H_1_1 -            531   2.4e-61  207.4   0.0   1   1   8.5e-65   3.3e-61  207.0   0.0    57   210     1   155     1   157 0.94 -
ViPhOG3669.faa       -             82 NODE_11_length_37379_cov_2108.923079_11_H_1_1 -            531   5.8e-30  104.2   0.2   1   1   2.9e-33   1.1e-29  103.3   0.2     1    82   400   481   400   481 0.99 -
ViPhOG5904.faa       -             45 NODE_11_length_37379_cov_2108.923079_11_H_1_1 -            531   6.6e-22   77.5   1.1   1   1     3e-25   1.2e-21   76.7   1.1     1    45    68   112    68   112 0.97 -
ViPhOG5905.faa       -             61 NODE_11_length_37379_cov_2108.923079_11_H_1_1 -            531   5.8e-17   62.2   0.3   1   1     3e-20   1.2e-16   61.3   0.3    25    60    80   115    62   116 0.92 -
ViPhOG105.faa        -            697 NODE_11_length_37379_cov_2108.923079_11_H_1_1 -            531   1.7e-15   58.0   0.0   1   1   5.3e-19   2.1e-15   57.7   0.0   278   617     3   512     1   529 0.63 -
ViPhOG11377.faa      -            376 NODE_11_length_37379_cov_2108.923079_11_H_1_1 -            531   1.2e-14   55.1   0.0   1   1   4.3e-18   1.7e-14   54.6   0.0    67   229     4   177     1   205 0.83 -
ViPhOG3668.faa       -             42 NODE_11_length_37379_cov_2108.923079_11_H_1_1 -            531   6.7e-13   49.0   0.1   1   1   2.9e-16   1.1e-12   48.2   0.1     1    42   118   162   118   162 0.93 -
ViPhOG21565.faa      -             42 NODE_11_length_37379_cov_2108.923079_11_H_1_1 -            531   6.5e-06   26.8   0.4   1   1   3.3e-09   1.3e-05   25.8   0.4    15    42   436   463   429   463 0.92 -
ViPhOG13349.faa      -            149 NODE_11_length_37379_cov_2108.923079_11_H_1_2 -            153   2.4e-59  200.2   0.0   1   1   2.6e-63   2.7e-59  200.0   0.0     1   149     2   152     2   152 0.99 -
ViPhOG16850.faa      -             66 NODE_11_length_37379_cov_2108.923079_11_H_1_2 -            153   2.1e-48  163.2   0.6   1   1   3.6e-52   3.7e-48  162.4   0.6     1    66    29    94    29    94 0.99 -
ViPhOG16851.faa      -             57 NODE_11_length_37379_cov_2108.923079_11_H_1_2 -            153   1.6e-42  143.9   0.3   1   1   2.6e-46   2.7e-42  143.1   0.3     1    57    96   152    96   152 0.99 -
ViPhOG3635.faa       -             62 NODE_11_length_37379_cov_2108.923079_11_H_1_3 -             66   1.6e-35  121.8   4.1   1   1   5.5e-40   1.7e-35  121.7   4.1     1    62     1    65     1    65 0.99 -
ViPhOG11394.faa      -            338 NODE_11_length_37379_cov_2108.923079_11_H_1_4 -            370  3.9e-152  507.0   2.2   1   1  1.4e-156  4.4e-152  506.9   2.2     2   338     3   369     2   369 0.99 -
ViPhOG1195.faa       -            803 NODE_11_length_37379_cov_2108.923079_11_H_1_5 -            885         0 1096.8   0.0   1   1         0         0 1096.6   0.0     1   802    33   883    33   884 0.99 -
ViPhOG5902.faa       -            410 NODE_11_length_37379_cov_2108.923079_11_H_1_5 -            885   1.6e-79  268.3   0.0   1   1   1.5e-83   2.4e-79  267.7   0.0     7   392   318   817   314   880 0.82 -
ViPhOG11986.faa      -            133 NODE_11_length_37379_cov_2108.923079_11_H_1_6 -             91   5.2e-35  121.2   0.1   1   1   3.6e-39   5.6e-35  121.0   0.1    18   105     1    89     1    90 0.97 -
ViPhOG24375.faa      -            148 NODE_11_length_37379_cov_2108.923079_11_H_1_6 -             91   4.3e-05   24.4   0.0   1   1   3.1e-09   4.8e-05   24.3   0.0    33    73    30    70     9    88 0.86 -
ViPhOG16853.faa      -             45 NODE_11_length_37379_cov_2108.923079_11_H_1_7 -             47   1.5e-30  105.8  16.3   1   1     5e-35   1.6e-30  105.7  16.3     1    45     2    46     2    46 0.99 -
ViPhOG3639.faa       -             84 NODE_11_length_37379_cov_2108.923079_11_H_1_8 -             93   1.9e-39  134.4   0.1   1   1   6.9e-44   2.1e-39  134.3   0.1     1    84     4    92     4    92 0.99 -
ViPhOG984.faa        -            506 NODE_11_length_37379_cov_2108.923079_11_H_1_9 -            347   2.3e-85  288.1   0.3   1   1   1.6e-89   2.5e-85  288.0   0.3   219   495     2   346     1   346 0.86 -
ViPhOG24273.faa      -             94 NODE_11_length_37379_cov_2108.923079_11_H_1_9 -            347   2.1e-30  105.8   0.0   1   1   2.3e-34   3.5e-30  105.1   0.0     2    94   250   336   249   336 0.93 -
ViPhOG3640.faa       -             66 NODE_11_length_37379_cov_2108.923079_11_H_1_10 -             86   1.8e-32  112.0   0.1   1   1     7e-37   2.2e-32  111.7   0.1     2    65     2    65     1    66 0.98 -
ViPhOG16855.faa      -             86 NODE_11_length_37379_cov_2108.923079_11_H_1_11 -            164   1.2e-53  180.0   0.1   1   1   1.1e-57   1.8e-53  179.5   0.1     1    86     1    86     1    86 1.00 -
ViPhOG2065.faa       -            122 NODE_11_length_37379_cov_2108.923079_11_H_1_11 -            164   7.3e-15   56.0   0.0   1   1   6.8e-19   1.1e-14   55.4   0.0    11    74    80   151    73   156 0.89 -
ViPhOG939.faa        -            192 NODE_11_length_37379_cov_2108.923079_11_H_1_12 -            233   1.4e-81  273.8   2.3   1   1   1.6e-85   1.7e-81  273.5   2.3     1   191     6   207     6   208 0.99 -
ViPhOG5903.faa       -            168 NODE_11_length_37379_cov_2108.923079_11_H_1_12 -            233   9.4e-15   55.8   0.5   1   1     2e-18   2.1e-14   54.7   0.5    14   166    36   205    18   207 0.65 -
ViPhOG5476.faa       -            175 NODE_11_length_37379_cov_2108.923079_11_H_1_12 -            233   0.00031   21.4   0.0   1   1   4.1e-08   0.00043   20.9   0.0    82   171   101   204    34   208 0.70 -
ViPhOG2064.faa       -            126 NODE_11_length_37379_cov_2108.923079_11_H_1_13 -            154   4.8e-54  182.4   0.0   1   1   7.3e-58   5.7e-54  182.1   0.0     2   125    14   139    13   140 0.98 -
ViPhOG4693.faa       -            122 NODE_11_length_37379_cov_2108.923079_11_H_1_13 -            154   4.6e-11   43.8   0.0   1   1   8.5e-15   6.7e-11   43.3   0.0    13   117    15   116     5   120 0.90 -
ViPhOG29084.faa      -             91 NODE_11_length_37379_cov_2108.923079_11_H_1_13 -            154   1.2e-08   35.8   0.0   1   1   2.2e-12   1.8e-08   35.4   0.0     2    70    17    90    16    99 0.87 -
ViPhOG22806.faa      -             69 NODE_11_length_37379_cov_2108.923079_11_H_1_13 -            154     3e-07   31.1   0.0   1   1   5.8e-11   4.5e-07   30.6   0.0     1    65    15    78    15    82 0.87 -
ViPhOG3645.faa       -            141 NODE_11_length_37379_cov_2108.923079_11_H_1_14 -            152   4.7e-63  212.4   0.0   1   1   5.1e-67   5.3e-63  212.2   0.0     2   140     3   141     2   142 0.99 -
ViPhOG21057.faa      -            118 NODE_11_length_37379_cov_2108.923079_11_H_1_14 -            152   5.5e-08   33.9   0.0   1   1   6.2e-12   6.4e-08   33.7   0.0    14    99    34   117    13   144 0.75 -
ViPhOG6257.faa       -            254 NODE_11_length_37379_cov_2108.923079_11_H_1_14 -            152   1.9e-06   28.6   0.0   1   1   2.1e-10   2.2e-06   28.4   0.0    17   138    12   140     2   148 0.77 -
ViPhOG588.faa        -            510 NODE_11_length_37379_cov_2108.923079_11_H_1_15 -            505   8.5e-43  147.7   0.0   1   1   1.1e-46   1.7e-42  146.7   0.0   185   428   208   480    88   497 0.77 -
ViPhOG14410.faa      -            218 NODE_11_length_37379_cov_2108.923079_11_H_1_15 -            505   3.7e-21   76.6   0.4   1   1   3.9e-25   6.1e-21   75.9   0.4    13   207   241   467   228   477 0.80 -
ViPhOG6318.faa       -             69 NODE_11_length_37379_cov_2108.923079_11_H_1_16 -             71   9.7e-33  113.4   8.2   1   1   6.8e-37   1.1e-32  113.2   8.2     1    69     2    70     2    70 0.99 -
ViPhOG3646.faa       -             70 NODE_11_length_37379_cov_2108.923079_11_H_1_16 -             71   3.5e-09   37.9   7.3   1   1   2.5e-13   3.8e-09   37.8   7.3     1    69     1    69     1    70 0.98 -
ViPhOG6319.faa       -             70 NODE_11_length_37379_cov_2108.923079_11_H_1_17 -             95     1e-39  134.9   2.0   1   1   3.9e-44   1.2e-39  134.6   2.0     2    67     6    71     5    74 0.96 -
ViPhOG980.faa        -            675 NODE_11_length_37379_cov_2108.923079_11_H_1_18 -            705  3.2e-119  400.8   4.9   1   1  1.1e-122  5.5e-119  400.1   4.9   144   651     1   704     1   704 0.90 -
ViPhOG27849.faa      -             58 NODE_11_length_37379_cov_2108.923079_11_H_1_18 -            705   4.6e-20   72.0   0.0   1   1     2e-23   1.1e-19   70.9   0.0     8    58   472   525   468   525 0.95 -
ViPhOG3650.faa       -             37 NODE_11_length_37379_cov_2108.923079_11_H_1_18 -            705   4.4e-14   52.9   1.8   1   1   2.4e-17   1.3e-13   51.5   1.8     4    37   671   704   668   704 0.98 -
ViPhOG27850.faa      -            138 NODE_11_length_37379_cov_2108.923079_11_H_1_18 -            705     9e-11   42.7   0.7   1   1   3.8e-14     2e-10   41.6   0.7    23   138   589   704   552   704 0.77 -
ViPhOG24757.faa      -            109 NODE_11_length_37379_cov_2108.923079_11_H_1_18 -            705   3.6e-10   40.7   0.7   1   2      0.42   2.2e+03   -0.5   0.4    36    56   139   159   128   163 0.87 -
ViPhOG24757.faa      -            109 NODE_11_length_37379_cov_2108.923079_11_H_1_18 -            705   3.6e-10   40.7   0.7   2   2   6.9e-14   3.6e-10   40.7   0.7     1    97   530   642   530   659 0.78 -
ViPhOG12031.faa      -            291 NODE_11_length_37379_cov_2108.923079_11_H_1_18 -            705   4.8e-09   36.5   0.7   1   1   2.7e-12   1.4e-08   35.0   0.7    58   279   100   370    90   383 0.73 -
ViPhOG3651.faa       -             96 NODE_11_length_37379_cov_2108.923079_11_H_1_20 -             99   3.6e-40  137.0   0.2   1   1   1.3e-44     4e-40  136.8   0.2     1    96     2    97     2    97 0.99 -
ViPhOG3652.faa       -             68 NODE_11_length_37379_cov_2108.923079_11_H_1_21 -             70   5.4e-40  135.7   0.2   1   1   1.9e-44   5.9e-40  135.6   0.2     1    68     2    69     2    69 0.99 -
ViPhOG6328.faa       -             39 NODE_11_length_37379_cov_2108.923079_11_H_1_22 -             53   1.5e-30  105.8   5.2   1   1   1.1e-34   1.7e-30  105.6   5.2     1    39    14    52    14    52 0.99 -
ViPhOG19700.faa      -             34 NODE_11_length_37379_cov_2108.923079_11_H_1_22 -             53   0.00012   22.8   0.7   1   1     1e-08   0.00016   22.4   0.7     3    20    30    47    28    49 0.93 -
ViPhOG3653.faa       -             81 NODE_11_length_37379_cov_2108.923079_11_H_1_23 -            303   3.3e-39  133.0   0.2   1   1     7e-43   7.3e-39  131.9   0.2     1    80   222   301   222   302 0.98 -
ViPhOG822.faa        -            472 NODE_11_length_37379_cov_2108.923079_11_H_1_23 -            303   7.2e-35  121.6   0.1   1   1   7.9e-39   8.2e-35  121.4   0.1   108   307    11   213     2   300 0.81 -
ViPhOG31021.faa      -            120 NODE_11_length_37379_cov_2108.923079_11_H_1_23 -            303   9.9e-06   26.2   0.0   1   2      0.56   5.8e+03   -2.1   0.0   105   115    27    37     8    41 0.78 -
ViPhOG31021.faa      -            120 NODE_11_length_37379_cov_2108.923079_11_H_1_23 -            303   9.9e-06   26.2   0.0   2   2   4.8e-09   4.9e-05   23.9   0.0     6   120    97   204    92   204 0.85 -
ViPhOG16858.faa      -             37 NODE_11_length_37379_cov_2108.923079_11_H_1_24 -             38   7.9e-26   89.9   4.0   1   1   2.7e-30   8.5e-26   89.8   4.0     1    37     1    37     1    37 0.99 -
ViPhOG3654.faa       -             77 NODE_11_length_37379_cov_2108.923079_11_H_1_25 -             82   9.4e-36  122.2   0.0   1   1   3.4e-40   1.1e-35  122.1   0.0     1    77     2    77     2    77 0.99 -
ViPhOG3655.faa       -             76 NODE_11_length_37379_cov_2108.923079_11_H_1_26 -             84   1.4e-32  112.8   4.7   1   1   9.9e-37   1.5e-32  112.6   4.7     1    75     2    82     2    83 0.98 -
ViPhOG13365.faa      -             83 NODE_11_length_37379_cov_2108.923079_11_H_1_26 -             84   1.5e-08   35.6   4.8   1   1   1.1e-12   1.7e-08   35.4   4.8     1    75     1    76     1    82 0.79 -
ViPhOG3657.faa       -             98 NODE_11_length_37379_cov_2108.923079_11_H_1_27 -            107   2.4e-42  144.8  13.1   1   1   2.7e-46   2.8e-42  144.6  13.1     1    98     9   106     9   106 0.99 -
ViPhOG24407.faa      -             85 NODE_11_length_37379_cov_2108.923079_11_H_1_27 -            107   6.6e-13   49.7  21.4   1   1   4.8e-15     5e-11   43.6  21.4     1    85     2   106     2   106 0.69 -
ViPhOG13368.faa      -             79 NODE_11_length_37379_cov_2108.923079_11_H_1_27 -            107   2.7e-07   31.6   2.5   1   1   2.6e-11   2.7e-07   31.6   2.5    25    79    51   106    37   106 0.79 -
ViPhOG1198.faa       -            461 NODE_11_length_37379_cov_2108.923079_11_H_1_28 -            536    2e-175  584.5   0.1   1   1  4.7e-179  2.4e-175  584.3   0.1     1   459    21   481    21   483 0.98 -
ViPhOG21586.faa      -            164 NODE_11_length_37379_cov_2108.923079_11_H_1_28 -            536   1.3e-33  116.9   0.0   1   1   4.3e-37   2.2e-33  116.2   0.0     4   159    24   185    21   189 0.89 -
ViPhOG16859.faa      -             51 NODE_11_length_37379_cov_2108.923079_11_H_1_28 -            536   1.6e-31  108.8  19.5   1   1   6.8e-35   3.5e-31  107.7  19.5     1    51   485   535   485   535 0.99 -
ViPhOG24383.faa      -             55 NODE_11_length_37379_cov_2108.923079_11_H_1_28 -            536   7.4e-10   39.4  17.8   1   1   3.1e-13   1.6e-09   38.4  17.8     1    50   484   533   484   535 0.95 -
ViPhOG22745.faa      -             50 NODE_11_length_37379_cov_2108.923079_11_H_1_28 -            536   8.7e-10   39.4  20.1   1   1   4.6e-13   2.4e-09   38.0  20.1     1    47   486   532   486   534 0.93 -
ViPhOG13399.faa      -            309 NODE_11_length_37379_cov_2108.923079_11_H_1_28 -            536   0.00093   19.3   0.0   1   1   3.3e-07    0.0017   18.5   0.0    88   157    67   149    17   183 0.86 -
ViPhOG3658.faa       -            154 NODE_11_length_37379_cov_2108.923079_11_H_1_29 -            311   2.8e-65  220.1  12.9   1   1   6.6e-69   5.1e-65  219.2  12.9     1   154     1   158     1   158 0.98 -
ViPhOG1199.faa       -            246 NODE_11_length_37379_cov_2108.923079_11_H_1_29 -            311   4.8e-38  132.6  11.7   1   1   8.9e-42   6.9e-38  132.0  11.7    15   239    93   306    69   309 0.81 -
ViPhOG13369.faa      -             46 NODE_11_length_37379_cov_2108.923079_11_H_1_29 -            311   1.4e-24   86.5   4.4   1   2   2.7e-28   2.1e-24   86.0   1.2     1    44     4    47     4    49 0.97 -
ViPhOG13369.faa      -             46 NODE_11_length_37379_cov_2108.923079_11_H_1_29 -            311   1.4e-24   86.5   4.4   2   2      0.16   1.2e+03    0.3   0.1    23    33   129   139   120   141 0.73 -
ViPhOG31016.faa      -             57 NODE_11_length_37379_cov_2108.923079_11_H_1_29 -            311   0.00025   21.7  10.3   1   1   9.1e-08   0.00071   20.2  10.2    18    51    86   119    70   124 0.88 -
ViPhOG525.faa        -            355 NODE_11_length_37379_cov_2108.923079_11_H_1_30 -            348  1.7e-102  344.2   5.6   1   1  1.9e-106    2e-102  344.0   5.6     1   320     2   343     2   347 0.98 -
ViPhOG23500.faa      -            122 NODE_11_length_37379_cov_2108.923079_11_H_1_30 -            348     3e-69  231.4   0.4   1   1   5.5e-73   5.7e-69  230.5   0.4     1   121   224   344   224   345 0.99 -
ViPhOG5911.faa       -             72 NODE_11_length_37379_cov_2108.923079_11_H_1_30 -            348   1.9e-29  101.7   0.1   1   1   4.8e-33     5e-29  100.4   0.1     1    68   274   341   274   343 0.97 -
ViPhOG1200.faa       -            196 NODE_11_length_37379_cov_2108.923079_11_H_1_31 -            197     9e-61  205.6   0.0   1   1   3.2e-65     1e-60  205.5   0.0     3   194     9   195     7   196 0.96 -
ViPhOG1201.faa       -            782 NODE_11_length_37379_cov_2108.923079_11_H_1_32 -            802  2.4e-270  900.1   9.2   1   1  8.6e-275  2.7e-270  900.0   9.2     1   781     1   800     1   801 0.98 -
ViPhOG2066.faa       -            151 NODE_11_length_37379_cov_2108.923079_11_H_1_33 -            137     7e-37  127.5   0.0   1   1   2.4e-41   7.6e-37  127.4   0.0     7   150     4   135     1   136 0.92 -
ViPhOG3660.faa       -            194 NODE_11_length_37379_cov_2108.923079_11_H_1_34 -            198   3.6e-83  279.0  18.4   1   1   1.3e-87     4e-83  278.8  18.4     1   194     1   197     1   197 0.99 -
ViPhOG3661.faa       -            743 NODE_11_length_37379_cov_2108.923079_11_H_1_35 -            749         0 1230.2  38.0   1   1         0         0 1230.1  38.0     1   743     1   748     1   748 1.00 -
ViPhOG22751.faa      -            344 NODE_11_length_37379_cov_2108.923079_11_H_1_35 -            749  2.3e-171  570.6   9.0   1   1  5.4e-175  4.2e-171  569.8   9.0     1   344     1   344     1   344 1.00 -
ViPhOG22753.faa      -            358 NODE_11_length_37379_cov_2108.923079_11_H_1_35 -            749  7.9e-160  532.5  12.5   1   1  2.5e-163    2e-159  531.2  12.5     1   335   400   732   400   743 0.96 -
ViPhOG22752.faa      -             72 NODE_11_length_37379_cov_2108.923079_11_H_1_35 -            749   2.5e-22   79.5  15.7   1   3      0.29   2.2e+03   -0.4   0.0    26    54    56    84    52    92 0.84 -
ViPhOG22752.faa      -             72 NODE_11_length_37379_cov_2108.923079_11_H_1_35 -            749   2.5e-22   79.5  15.7   2   3   4.7e-26   3.6e-22   79.0   9.9     1    72   327   398   327   398 0.99 -
ViPhOG22752.faa      -             72 NODE_11_length_37379_cov_2108.923079_11_H_1_35 -            749   2.5e-22   79.5  15.7   3   3     0.099   7.7e+02    1.1   0.0    27    62   497   532   485   540 0.76 -
ViPhOG1204.faa       -           1112 NODE_11_length_37379_cov_2108.923079_11_H_1_36 -           1319         0 1136.1  25.5   1   1         0         0 1135.9  25.5     1  1111   159  1316   159  1317 0.98 -
ViPhOG16472.faa      -            432 NODE_11_length_37379_cov_2108.923079_11_H_1_36 -           1319  6.9e-281  932.4   2.6   1   1  1.8e-284  1.4e-280  931.3   2.6     1   432   887  1318   887  1318 1.00 -
ViPhOG16471.faa      -             83 NODE_11_length_37379_cov_2108.923079_11_H_1_36 -           1319   9.6e-56  186.7   2.0   1   2   1.2e-59   9.6e-56  186.7   2.0     1    83   803   885   803   885 1.00 -
ViPhOG16471.faa      -             83 NODE_11_length_37379_cov_2108.923079_11_H_1_36 -           1319   9.6e-56  186.7   2.0   2   2       1.7   1.3e+04   -2.8   0.0     7    24  1006  1023  1003  1027 0.77 -
ViPhOG1205.faa       -            252 NODE_11_length_37379_cov_2108.923079_11_H_1_36 -           1319   4.8e-25   89.7   0.1   1   1   1.5e-28   1.1e-24   88.5   0.1    80   219     6   147     3   153 0.94 -
ViPhOG6322.faa       -            195 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559  3.9e-106  354.5  19.8   1   2  1.5e-109  3.9e-106  354.5  19.8     1   195   164   358   164   358 1.00 -
ViPhOG6322.faa       -            195 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559  3.9e-106  354.5  19.8   2   2       9.7   2.5e+04   -3.9   0.0   123   135   529   541   527   544 0.81 -
ViPhOG6323.faa       -            165 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   2.3e-95  317.9   7.2   1   1   1.7e-98   4.4e-95  317.0   7.2     1   165   360   529   360   529 0.99 -
ViPhOG16473.faa      -             92 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   1.1e-62  209.5   6.6   1   2   4.3e-66   1.1e-62  209.5   6.6     1    92   267   358   267   358 1.00 -
ViPhOG16473.faa      -             92 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   1.1e-62  209.5   6.6   2   2       2.3   5.9e+03   -1.2   0.0    20    32   529   541   519   547 0.80 -
ViPhOG16474.faa      -             89 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   3.4e-55  185.3  22.3   1   2      0.77     2e+03    0.1   0.2    27    41   161   175   152   176 0.55 -
ViPhOG16474.faa      -             89 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   3.4e-55  185.3  22.3   2   2   1.3e-58   3.4e-55  185.3  22.3     1    89   177   265   177   265 1.00 -
ViPhOG22744.faa      -            386 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   2.7e-44  152.8  25.1   1   4      0.88   2.3e+03   -1.6   2.1   152   196   169   213   123   229 0.62 -
ViPhOG22744.faa      -            386 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   2.7e-44  152.8  25.1   2   4   5.9e-31   1.5e-27   97.7   2.0     4   154   232   376   226   409 0.79 -
ViPhOG22744.faa      -            386 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   2.7e-44  152.8  25.1   3   4    0.0094        24    4.9   1.0   247   271   438   463   398   465 0.77 -
ViPhOG22744.faa      -            386 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   2.7e-44  152.8  25.1   4   4   1.2e-21   3.2e-18   67.0   0.7   298   384   463   555   461   557 0.84 -
ViPhOG4653.faa       -            144 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   3.5e-16   60.0   2.4   1   3     0.086   2.2e+02    2.3   0.7    95   129   163   197   156   205 0.78 -
ViPhOG4653.faa       -            144 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   3.5e-16   60.0   2.4   2   3      0.58   1.5e+03   -0.4   0.9    84   124   212   252   204   261 0.79 -
ViPhOG4653.faa       -            144 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   3.5e-16   60.0   2.4   3   3   1.3e-19   3.5e-16   60.0   2.4     2   102   362   473   361   489 0.80 -
ViPhOG23105.faa      -            383 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559     2e-15   57.9  13.8   1   2   1.3e-14   3.3e-11   44.1   7.8    72   156   211   295   154   304 0.83 -
ViPhOG23105.faa      -            383 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559     2e-15   57.9  13.8   2   2   2.5e-06    0.0065   16.7   0.3   317   371   434   485   423   497 0.89 -
ViPhOG22529.faa      -            672 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   9.3e-11   41.6  13.3   1   1   5.8e-14   1.5e-10   40.9  13.3   141   260   160   281   148   286 0.93 -
ViPhOG24386.faa      -            453 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   1.2e-10   41.7   8.6   1   2   4.7e-14   1.2e-10   41.7   8.6    52   162   173   285   132   303 0.74 -
ViPhOG24386.faa      -            453 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   1.2e-10   41.7   8.6   2   2      0.16   4.1e+02    0.5   0.7   351   428   358   439   347   456 0.75 -
ViPhOG23345.faa      -            463 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   3.7e-06   26.8  12.9   1   1   2.4e-09   6.1e-06   26.1  12.9    51   129   171   266   157   273 0.91 -
ViPhOG28095.faa      -            106 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   0.00056   21.0   8.3   1   2   2.2e-07   0.00056   21.0   8.3    43   104   155   216   102   218 0.78 -
ViPhOG28095.faa      -            106 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   0.00056   21.0   8.3   2   2   7.5e-05      0.19   12.9  20.1     4   102   157   256   154   265 0.56 -
ViPhOG22742.faa      -             71 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   0.00076   20.3  19.6   1   3         1   2.7e+03   -0.6   0.1    25    46   163   184   157   199 0.74 -
ViPhOG22742.faa      -             71 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   0.00076   20.3  19.6   2   3    0.0044        11    7.0  11.2    21    65   201   245   186   250 0.86 -
ViPhOG22742.faa      -             71 NODE_11_length_37379_cov_2108.923079_11_H_1_37 -            559   0.00076   20.3  19.6   3   3   3.9e-06      0.01   16.7   6.8     5    47   231   273   229   280 0.87 -
ViPhOG3665.faa       -             54 NODE_11_length_37379_cov_2108.923079_11_H_1_38 -             68   1.8e-28   98.8   0.9   1   1   6.6e-33   2.1e-28   98.6   0.9     1    54     5    63     5    63 0.99 -
